AGGR,CAMPUS|PROGRAM,FORMULA,SOURCE_LINK
83.83523852,UET_LAHORE|BS_SOFTWARE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admission.uet.edu.pk/Downloads/MeritLists/Default.aspx
50.06205742,UET_LAHORE|BS_TEXTILE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admission.uet.edu.pk/Downloads/MeritLists/Default.aspx
55.19815391,UET_LAHORE|BS_TRANSPORTATION_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admission.uet.edu.pk/Downloads/MeritLists/Default.aspx
54.26,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_CHEMISTRY,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
42,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_HOME_ECONOMICS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
52.6,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_EASTERN_MEDICINE,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
81.56,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BED,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
54.02,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_ENVIRONMENTAL_SCIENCE,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
48.77,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_FOOD_SCIENCES,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
45.94,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_HISTORY,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
40,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_PAKISTAN_STUDIES,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
56.4,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_PHYSIOLOGY,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
44.51,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_PUBLIC_ADMINISTRATION,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
77.05,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_SOFTWARE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
62.53,GOVERNMENT_COLLEGE_UNIVERSITY_FAISALABAD|BS_ZOOLOGY,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://admissions.gcuf.edu.pk/merit.php
78.42,NUST_ISLAMABAD|BS_SOFTWARE_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
67.45,NUST_ISLAMABAD|BS_ELECTRICAL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
60.03,NUST_ISLAMABAD|BS_CIVIL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
65.27,NUST_ISLAMABAD|BS_MACHENICAL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
64.98,NUST_ISLAMABAD|BS_AEROSPACE_EGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
65.94,NUST_ISLAMABAD|BS_INFORMATION_SECURITY_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
62.12,NUST_ISLAMABAD|BS_MECHATRONICS_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
53.99,NUST_ISLAMABAD|BS_ENVIRONMENTAL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
50.07,NUST_ISLAMABAD|BS_NAVAL_ARCHITECTURE_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
61.91,NUST_ISLAMABAD|BS_AVIONICS_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
66.81,NUST_ISLAMABAD|BS_COMPUTER_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
53.49,NUST_ISLAMABAD|BS_MATERIAL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
73.71,NUST_ISLAMABAD|BACHELOR_OF_BUSINESS_ADMINISTRATION,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
70.92,NUST_ISLAMABAD|BS_ACCOUNTING_AND_FINANCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
69.03,NUST_ISLAMABAD|BS_ECONOMICS,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
64.21,NUST_ISLAMABAD|BS_PSYCHOLOGY,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
61.11,NUST_ISLAMABAD|BS_PUBLIC_ADMINISTRATION,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
60.01,NUST_ISLAMABAD|BS_TOURISM_AND_HOSPITALITY,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
59.97,NUST_ISLAMABAD|BS_MASS_COMMUNICATION,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
79.11,NUST_ISLAMABAD|BS_COMPUTER_SCIENCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
77.81,NUST_ISLAMABAD|BS_ARTIFICIAL_INTEllIGENCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
77.89,NUST_ISLAMABAD|BS_DATA_SCIENCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
72.92,NUST_ISLAMABAD|BS_BIOINFORMATIC,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 15) + ((test / 400) * 75),
90,FAST_LAHORE|BS_COMPUTER_SCIENCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E9
90,FAST_LAHORE|BS_SOFTWARE_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E10
90,FAST_LAHORE|BS_ARTIFICIAL_INTEllIGENCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E11
88,FAST_LAHORE|BS_DATA_SCIENCE,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E12
90,FAST_LAHORE|BS_CYBER_SECURITY,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E13
75,FAST_LAHORE|BS_ELECTRICAL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E14
70,FAST_LAHORE|BACHELOR_OF_BUSINESS_ADMINISTRATION,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E15
65,FAST_LAHORE|BS_CIVIL_ENGINEERING,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E16
75,FAST_LAHORE|BS_BUSINESS_ANALYTICS,result = ((matric / matricTotal) * 10) + ((inter / interTotal) * 40 + ((test / 400) * 50),https://scontent.flhe7-1.fna.fbcdn.net/v/t39.30808-6/601345236_1287790256700988_5134756489358123725_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=13d280&_nc_ohc=oVAMIpkYoJUQ7kNvwHEaQg-&_nc_oc=Adm1EvKC6qQXKuefGJbmsEr3r6oB2FmcijBNJN80LDJEZGZv7psdEBGGLLbrzflA8Pk&_nc_zt=23&_nc_ht=scontent.flhe7-1.fna&_nc_gid=QIeUWNAsOCrizZ4wsd2l4Q&_nc_ss=8&oh=00_AfsljAcbcErL3rm1PShKcCtze1LQekWFNSLs63X5bugN-g&oe=69A7C7E17
70.18,NED_KARACHI|BS_CIVIL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=3
63.4,NED_KARACHI|BS_URBAN_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=4
66,NED_KARACHI|BS_CONSTRUCTION_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=5
73.06,NED_KARACHI|BS_MACHANICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=6
71.36,NED_KARACHI|BS_TEXTILE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=7
73,NED_KARACHI|BS_INDUSTRIAL_AND_MANUFACTURING_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=8
68.32,NED_KARACHI|BS_AUTOMATIVE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=9
79.41,NED_KARACHI|BS_ELECTRICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=10
65,NED_KARACHI|BS_PETROLEOUM_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=11
71.68,NED_KARACHI|BS_TELECOMMUNICATION_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=12
83.9,NED_KARACHI|BS_COMPUTER_SYSTEM_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=13
76.02,NED_KARACHI|BS_ELECTRONIC_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=14
71.9,NED_KARACHI|BS_CHEMICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=15
63.45,NED_KARACHI|BS_METALLURIGICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=16
67.33,NED_KARACHI|BS_MAETERIAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=17
60.55,NED_KARACHI|BS_POLYMER_AND_PETROLEOUM_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=18
68.27,NED_KARACHI|BS_FOOD_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMNq6ehtsUx/?img_index=19
94.6204,ARMY_MEDICAL_COLLEGE|MBSS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
85.998,CMH_LAHORE_MEDICAL_COLLEGE|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
86.5185,CMH_MULTAN_MEDICAL_COLLEGE|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
86.6347,CMH_BAHAWALPUR_MEDICAL_COLLEGE|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
83.63,CMH_KHARIAN_MEDICAL_COLLEGE|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
83.45,HITECH_INSTITUTE_OF_MEDICAL_SCIENCES|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
83.44,KARACI_INSTITUTE_OF_MEDICAL_SCIENCES|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
86.47,FAZAIA_MEDICAL_COLLEGE_ISLAMABAD|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
85.92,BEHRIA_UNIVERSITY_MEDICAL_COLLEGE|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
83.51,WAH_MEDICAL_COLLEGE_WAH|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
88.35,QUETTA_INSTITUTE_OF_MEDICAL_SCIENCES|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
86.26,FOUNDATION_UNIVERSITY_MEDICAL_COLLEGE|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
